0;78;203;226;0;0;136;0;0;0;0
78;0;0;144;0;0;0;0;0;0;0
203;0;0;0;225;56;0;0;0;0;0
226;144;0;0;0;0;57;0;0;348;0
0;0;225;0;0;0;201;191;136;0;0
0;0;56;0;0;0;0;0;94;0;0
136;0;0;57;201;0;0;192;0;0;58
0;0;0;0;191;0;192;0;120;0;149
0;0;0;0;136;94;0;120;0;0;109
0;0;0;348;0;0;0;0;0;0;107
0;0;0;0;0;0;58;149;109;107;0
